X,Y,Z
5.97791664338890882,50.1787499851288956,21.8086662292480469
5.98624997668890835,50.1787499851288956,18.7681770324707031
5.99458330998890876,50.1787499851288956,8.73154640197753906
6.00291664328890828,50.1787499851288956,10.3715429306030273
6.01124997658890869,50.1787499851288956,24.0344924926757812
6.01958330988890822,50.1787499851288956,113.567062377929688
6.02791664318890863,50.1787499851288956,60.3471794128417969
5.96958331008890841,50.1704166518288943,12.0227718353271484
5.97791664338890882,50.1704166518288943,16.4377040863037109
5.98624997668890835,50.1704166518288943,16.5835514068603516
5.99458330998890876,50.1704166518288943,14.751988410949707
6.00291664328890828,50.1704166518288943,17.3283824920654297
6.01124997658890869,50.1704166518288943,29.1023712158203125
6.01958330988890822,50.1704166518288943,51.7904472351074219
6.02791664318890863,50.1704166518288943,40.7615394592285156
6.08624997628890885,50.1704166518288943,18.4110260009765625
6.09458330958890837,50.1704166518288943,12.9231986999511719
6.10291664288890878,50.1704166518288943,15.2258491516113281
6.11124997618890831,50.1704166518288943,15.5999231338500977
5.96958331008890841,50.162083318528893,17.8220901489257812
5.97791664338890882,50.162083318528893,35.9769668579101562
5.98624997668890835,50.162083318528893,19.5846176147460938
5.99458330998890876,50.162083318528893,22.7979927062988281
6.00291664328890828,50.162083318528893,48.3483772277832031
6.01124997658890869,50.162083318528893,128.533218383789062
6.01958330988890822,50.162083318528893,82.0795059204101562
6.02791664318890863,50.162083318528893,56.0294914245605469
6.03624997648890904,50.162083318528893,19.1991767883300781
6.04458330978890856,50.162083318528893,18.4672489166259766
6.05291664308890898,50.162083318528893,22.0709018707275391
6.0612499763889085,50.162083318528893,36.8093338012695312
6.06958330968890891,50.162083318528893,24.2660064697265625
6.07791664298890844,50.162083318528893,18.5809078216552734
6.08624997628890885,50.162083318528893,30.1929550170898438
6.09458330958890837,50.162083318528893,16.8984241485595703
6.10291664288890878,50.162083318528893,46.0159797668457031
6.11124997618890831,50.162083318528893,44.4680061340332031
6.11958330948890872,50.162083318528893,14.4636402130126953
5.96124997678890889,50.1537499852288988,13.9186563491821289
5.96958331008890841,50.1537499852288988,30.822662353515625
5.97791664338890882,50.1537499852288988,80.2325897216796875
5.98624997668890835,50.1537499852288988,35.3950119018554688
5.99458330998890876,50.1537499852288988,18.6635513305664062
6.00291664328890828,50.1537499852288988,22.6721019744873047
6.01124997658890869,50.1537499852288988,31.1948299407958984
6.01958330988890822,50.1537499852288988,20.0819854736328125
6.02791664318890863,50.1537499852288988,20.3561210632324219
6.03624997648890904,50.1537499852288988,18.7438926696777344
6.04458330978890856,50.1537499852288988,34.3944473266601562
6.05291664308890898,50.1537499852288988,86.9234085083007812
6.0612499763889085,50.1537499852288988,29.9673957824707031
6.06958330968890891,50.1537499852288988,13.2564811706542969
6.07791664298890844,50.1537499852288988,11.5844707489013672
6.08624997628890885,50.1537499852288988,11.0826740264892578
6.09458330958890837,50.1537499852288988,10.8467998504638672
6.10291664288890878,50.1537499852288988,17.6199131011962891
6.11124997618890831,50.1537499852288988,17.8275318145751953
6.11958330948890872,50.1537499852288988,10.6628484725952148
5.96124997678890889,50.1454166519288975,14.379979133605957
5.96958331008890841,50.1454166519288975,18.0896530151367188
5.97791664338890882,50.1454166519288975,86.5525283813476562
5.98624997668890835,50.1454166519288975,113.490211486816406
5.99458330998890876,50.1454166519288975,23.2874927520751953
6.00291664328890828,50.1454166519288975,16.1277275085449219
6.01124997658890869,50.1454166519288975,43.2449111938476562
6.01958330988890822,50.1454166519288975,71.1239013671875
6.02791664318890863,50.1454166519288975,63.5764389038085938
6.03624997648890904,50.1454166519288975,20.7568950653076172
6.04458330978890856,50.1454166519288975,18.8438587188720703
6.05291664308890898,50.1454166519288975,51.9233779907226562
6.0612499763889085,50.1454166519288975,65.0715255737304688
6.06958330968890891,50.1454166519288975,62.7912635803222656
6.07791664298890844,50.1454166519288975,64.990936279296875
6.08624997628890885,50.1454166519288975,18.686859130859375
6.09458330958890837,50.1454166519288975,14.3969860076904297
6.10291664288890878,50.1454166519288975,8.98729133605957031
6.11124997618890831,50.1454166519288975,8.94845485687255859
5.95291664348890848,50.1370833186288962,9.58966255187988281
5.96124997678890889,50.1370833186288962,14.2732734680175781
5.96958331008890841,50.1370833186288962,25.5555286407470703
5.97791664338890882,50.1370833186288962,24.8484745025634766
5.98624997668890835,50.1370833186288962,31.9978485107421875
5.99458330998890876,50.1370833186288962,22.0679950714111328
6.00291664328890828,50.1370833186288962,17.7201881408691406
6.01124997658890869,50.1370833186288962,38.4719047546386719
6.01958330988890822,50.1370833186288962,123.464790344238281
6.02791664318890863,50.1370833186288962,72.1402816772460938
6.03624997648890904,50.1370833186288962,19.71209716796875
6.04458330978890856,50.1370833186288962,15.5039043426513672
6.05291664308890898,50.1370833186288962,15.790283203125
6.0612499763889085,50.1370833186288962,33.6616554260253906
6.06958330968890891,50.1370833186288962,103.333328247070312
6.07791664298890844,50.1370833186288962,209.534133911132812
6.08624997628890885,50.1370833186288962,40.09283447265625
6.09458330958890837,50.1370833186288962,10.1165790557861328
6.10291664288890878,50.1370833186288962,8.79759597778320312
6.11124997618890831,50.1370833186288962,9.28063297271728516
6.11958330948890872,50.1370833186288962,10.6680784225463867
6.12791664278890824,50.1370833186288962,15.9362926483154297
5.93624997688890854,50.1287499853288949,9.40688514709472656
5.94458331018890895,50.1287499853288949,8.00238895416259766
5.95291664348890848,50.1287499853288949,11.6522817611694336
5.96124997678890889,50.1287499853288949,13.7626180648803711
5.96958331008890841,50.1287499853288949,15.3924236297607422
5.97791664338890882,50.1287499853288949,17.4610767364501953
5.98624997668890835,50.1287499853288949,27.3839931488037109
5.99458330998890876,50.1287499853288949,55.4667243957519531
6.00291664328890828,50.1287499853288949,194.123977661132812
6.01124997658890869,50.1287499853288949,92.1583328247070312
6.01958330988890822,50.1287499853288949,31.3024654388427734
6.02791664318890863,50.1287499853288949,19.5206451416015625
6.03624997648890904,50.1287499853288949,16.8323249816894531
6.04458330978890856,50.1287499853288949,18.9824771881103516
6.05291664308890898,50.1287499853288949,13.3111152648925781
6.0612499763889085,50.1287499853288949,18.5730819702148438
6.06958330968890891,50.1287499853288949,22.1457328796386719
6.07791664298890844,50.1287499853288949,43.2972068786621094
6.08624997628890885,50.1287499853288949,25.5312976837158203
6.09458330958890837,50.1287499853288949,13.6293191909790039
6.10291664288890878,50.1287499853288949,35.605560302734375
6.11124997618890831,50.1287499853288949,61.52679443359375
6.11958330948890872,50.1287499853288949,24.2003688812255859
5.91958331028890861,50.1204166520288936,8.84618663787841797
5.92791664358890902,50.1204166520288936,9.69991016387939453
5.93624997688890854,50.1204166520288936,10.4699287414550781
5.94458331018890895,50.1204166520288936,8.28579521179199219
5.95291664348890848,50.1204166520288936,9.98876476287841797
5.96124997678890889,50.1204166520288936,10.888361930847168
5.96958331008890841,50.1204166520288936,15.4685077667236328
5.97791664338890882,50.1204166520288936,39.2137489318847656
5.98624997668890835,50.1204166520288936,137.595108032226562
5.99458330998890876,50.1204166520288936,359.088653564453125
6.00291664328890828,50.1204166520288936,381.902069091796875
6.01124997658890869,50.1204166520288936,61.7143096923828125
6.01958330988890822,50.1204166520288936,19.1996650695800781
6.02791664318890863,50.1204166520288936,37.696258544921875
6.03624997648890904,50.1204166520288936,95.6702499389648438
6.04458330978890856,50.1204166520288936,53.0590705871582031
6.05291664308890898,50.1204166520288936,24.5599880218505859
6.0612499763889085,50.1204166520288936,23.0637187957763672
6.06958330968890891,50.1204166520288936,16.1084194183349609
6.07791664298890844,50.1204166520288936,15.5088682174682617
6.08624997628890885,50.1204166520288936,22.7078170776367188
6.09458330958890837,50.1204166520288936,16.3319129943847656
6.10291664288890878,50.1204166520288936,60.196807861328125
6.11124997618890831,50.1204166520288936,69.1241683959960938
6.11958330948890872,50.1204166520288936,23.5072689056396484
5.90291664368890867,50.1120833187288994,9.31267642974853516
5.91124997698890819,50.1120833187288994,13.1616458892822266
5.91958331028890861,50.1120833187288994,61.8294715881347656
5.92791664358890902,50.1120833187288994,49.2915611267089844
5.93624997688890854,50.1120833187288994,12.0151042938232422
5.94458331018890895,50.1120833187288994,8.73046875
5.95291664348890848,50.1120833187288994,9.53403568267822266
5.96124997678890889,50.1120833187288994,11.155634880065918
5.96958331008890841,50.1120833187288994,11.4426803588867188
5.97791664338890882,50.1120833187288994,21.3334484100341797
5.98624997668890835,50.1120833187288994,74.845062255859375
5.99458330998890876,50.1120833187288994,88.30816650390625
6.00291664328890828,50.1120833187288994,43.5493392944335938
6.01124997658890869,50.1120833187288994,15.8974113464355469
6.01958330988890822,50.1120833187288994,11.0853538513183594
6.02791664318890863,50.1120833187288994,18.0890178680419922
6.03624997648890904,50.1120833187288994,37.1681594848632812
6.04458330978890856,50.1120833187288994,28.7879772186279297
